district_osm_id,district_name,state_name,latitude,longitude,annual_rainfall_normal_mm,monsoon_rainfall_normal_mm,annual_rainfall_2022_mm,historical_landslides_1998_2022_state_count,elevation_m,slope_deg,terrain_data_status,prototype_risk_score,prototype_risk_level,label_status
2027987,Mon,Nagaland,26.678976837945296,95.01667891670316,1959.8,1329.9,1456.0,2132,946.0,19.36,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
16090862,Niuland,Nagaland,25.85024257760648,93.9059471836198,1959.8,1329.9,1456.0,2132,483.0,36.37,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
9536752,Noklak,Nagaland,26.11385344665449,95.02079160676608,1959.8,1329.9,1456.0,2132,1317.0,30.18,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
9520359,Peren,Nagaland,25.49915559943612,93.6138491787194,1959.8,1329.9,1456.0,2132,1596.0,30.18,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2027975,Phek,Nagaland,25.670670981387847,94.37396310787648,1959.8,1329.9,1456.0,2132,1890.0,30.0,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
16090861,Shamator,Nagaland,26.08636038998312,94.86484336623272,1959.8,1329.9,1456.0,2132,1692.0,21.75,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
14723514,Tseminyü,Nagaland,25.939322886087645,94.16204780579072,1959.8,1329.9,1456.0,2132,1205.0,19.34,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2027988,Tuensang,Nagaland,26.24831770374873,94.75730058202016,1959.8,1329.9,1456.0,2132,1795.0,19.54,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2027976,Wokha,Nagaland,26.18567739032776,94.18998497595328,1959.8,1329.9,1456.0,2132,469.0,23.1,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2027989,Zünheboto,Nagaland,25.99747023466461,94.48427524987024,1959.8,1329.9,1456.0,2132,1755.0,25.95,ELEVATION_FILLED_SLOPE_FILLED,0.0271908656084204,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
10089492,Gangtok,Sikkim,27.336527891121296,88.65609092164689,2971.6,1800.8,3300.7,1569,1550.0,17.93,ELEVATION_FILLED_SLOPE_FILLED,0.3465855367890758,MEDIUM,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
1790817,Gyalshing,Sikkim,27.403639419452727,88.17802657692917,2971.6,1800.8,3300.7,1569,3076.0,23.93,ELEVATION_FILLED_SLOPE_FILLED,0.3465855367890758,MEDIUM,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
1790815,Mangan,Sikkim,27.74280599866109,88.52637389454814,2971.6,1800.8,3300.7,1569,4046.0,37.2,ELEVATION_FILLED_SLOPE_FILLED,0.3465855367890758,MEDIUM,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
1790816,Namchi,Sikkim,27.27526203044871,88.38801625580716,2971.6,1800.8,3300.7,1569,1422.0,19.27,ELEVATION_FILLED_SLOPE_FILLED,0.3465855367890758,MEDIUM,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
14575603,Pakyong,Sikkim,27.23665972889312,88.6896825263178,2971.6,1800.8,3300.7,1569,1681.0,40.69,ELEVATION_FILLED_SLOPE_FILLED,0.3465855367890758,MEDIUM,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
14768400,Soreng,Sikkim,27.19061483436931,88.17784080227375,2971.6,1800.8,3300.7,1569,2170.0,23.04,ELEVATION_FILLED_SLOPE_FILLED,0.3465855367890758,MEDIUM,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2026459,Dhalai,Tripura,23.837754827847817,91.924166727312,2475.3,1489.1,1772.8,8070,126.0,5.73,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
9519754,Gomati,Tripura,23.514918242349708,91.62650482942628,2475.3,1489.1,1772.8,8070,59.0,2.71,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
9519814,Khowai,Tripura,23.945392085982224,91.6575748069946,2475.3,1489.1,1772.8,8070,73.0,2.23,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2026469,North Tripura,Tripura,24.10312460741094,92.21084005921382,2475.3,1489.1,1772.8,8070,52.0,1.72,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
9519791,Sipahijala,Tripura,23.58477264059614,91.33093191093845,2475.3,1489.1,1772.8,8070,51.0,3.21,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2026470,South Tripura,Tripura,23.192312984120782,91.5803576502381,2475.3,1489.1,1772.8,8070,38.0,0.99,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
9520112,Unakoti,Tripura,24.1911524112849,92.04021472281693,2475.3,1489.1,1772.8,8070,53.0,3.35,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
2026460,West Tripura,Tripura,23.886827295051383,91.39821268829188,2475.3,1489.1,1772.8,8070,48.0,2.89,ELEVATION_FILLED_SLOPE_FILLED,0.3174767306109141,LOW,PROTOTYPE_PROXY_NOT_GROUND_TRUTH
