node_id,latitude,longitude
252,25.4381385,91.8513425
253,25.2051935,92.0405361
254,25.2208817,92.0883259
255,25.248963,92.095378
256,25.2873038,92.1083385
257,25.1694993,92.3936892
258,25.0617636,92.3847413
259,25.2519562,91.9497486
260,25.2130823,91.9608731
261,24.8744948,92.5838914
262,24.8776233,92.5832194
263,25.4621434,91.8271369
264,25.440219,92.195434
265,25.5719805,91.8711355
266,25.316691,92.128929
267,25.3883133,92.1538963
268,25.423953,92.167128
269,24.7999772,93.9354363
270,24.6522468,93.9909158
271,24.4727108,93.8165624
272,24.4715853,93.7834369
273,24.560323,94.0319234
274,24.5565177,94.0082595
275,24.4971112,93.7653696
276,24.5012917,93.7770954
277,24.7811264,93.9398392
278,24.6590115,93.9996198
279,24.663563,94.009773
280,24.7510038,93.9300378
281,24.7505948,93.9336605
282,24.8026144,93.9385134
283,24.7855803,93.152048
284,24.7777718,93.4512413
285,24.813121,93.5542341
286,24.8313235,92.801997
287,24.8022501,93.0628688
288,24.7904752,93.0171842
289,24.814219,93.0983604
290,24.8085277,93.0817383
291,24.7601478,93.3467373
292,24.7593875,93.3493122
293,24.8649031,93.6209497
294,24.785499,93.698004
295,24.7856314,93.7369247
296,24.7884117,93.7704452
297,24.802606,93.9383397
298,25.081749,93.936913
299,24.7169284,93.8353336
300,25.19111,93.986563
301,25.421004,94.101658
302,25.438926,94.103713
303,25.480713,94.138926
304,25.5241267,94.1364648
305,25.5460279,94.1243918
306,25.571871,94.121298
307,25.6027828,94.1120312
308,25.3403483,94.0594354
309,25.4537921,94.1249604
310,25.6834343,94.0751818
311,25.6855098,94.0417285
312,25.7287945,94.0279335
313,25.738913,94.008166
314,25.7566364,93.8456001
315,25.8045469,93.7931049
316,25.2851041,94.0362105
317,25.3048151,94.0432641
318,25.284669,94.03554
319,25.9603429,91.2081152
320,26.0388483,91.3534862
321,26.127694,90.569496
322,26.1810209,90.5562415
323,26.0696759,90.5993289
324,25.9829761,90.7822784
325,25.9407956,91.1308622
326,26.2298249,90.5727311
327,26.3754551,90.6353325
328,26.2194138,90.5601698
329,26.5688135,90.2102647
330,26.5607213,90.2772706
331,26.5417683,90.1047623
332,26.5672673,90.1989399
333,26.5182716,90.0362358
334,26.5612173,90.0810214
335,26.0999753,91.6121358
336,26.1407064,91.639161
337,26.1672607,91.6872003
338,26.1614116,91.6946972
339,26.3709672,90.6267705
340,26.2526062,90.2721335
341,26.1499511,89.8116066
342,26.1487554,89.806225
343,26.2934439,90.4499406
344,26.2529514,90.273535
345,24.2819452,91.8322395
346,26.9811543,94.6364767
347,26.984788,94.632609
348,27.5183396,88.5906136
349,27.5146822,88.5828014
350,27.503039,88.5380456
351,27.5158268,88.5386296
352,27.5165246,88.5596102
353,27.5180189,88.5475948
354,27.5943771,88.6510257
355,27.5279103,88.6071633
356,27.544647,88.6318329
357,27.5884857,88.6512515
358,27.5753874,88.6513628
359,27.5615869,88.6518477
360,27.4223328,88.5865468
361,27.4337892,88.6055109
362,27.4193234,88.6138825
363,27.4306651,88.5903377
364,27.3381754,88.6150828
365,27.3340199,88.6163943
366,27.4189671,88.6299059
367,27.4123051,88.6282019
368,27.4069222,88.6252476
369,27.3984133,88.6101104
370,27.3759648,88.6294737
371,27.4429268,88.6081341
372,27.4238212,88.6078844
373,27.3074133,88.5938596
374,27.3220391,88.6073874
375,27.1697709,88.5261119
376,27.1215173,88.4946553
377,27.2311842,88.499075
378,27.2317142,88.4967413
379,27.2429854,88.5227793
380,27.310127,88.5894376
381,27.3181255,88.6064583
382,27.1126589,88.2903344
383,27.1297423,88.2702144
384,27.1254634,88.2877092
385,27.1257623,88.3031563
386,27.117107,88.3142761
387,27.3075249,88.3753216
388,27.281436,88.3233327
389,27.2932795,88.2924956
390,27.2848943,88.3499876
391,27.2798654,88.2808022
392,27.2866747,88.2885756
393,27.2847277,88.2822443
394,27.2867738,88.2909172
395,27.2778147,88.292879
396,27.2815986,88.3090281
397,27.2896151,88.3091262
398,27.2874706,88.2996397
399,27.2804799,88.3196592
400,27.2783534,88.3367663
401,27.3032968,88.3659379
402,27.3563071,88.234871
403,27.1272908,88.0943331
404,26.1792292,91.8179434
405,26.1790228,91.8176601
406,26.1803516,91.8153959
407,26.1846204,91.7568225
408,26.184687,91.7661912
409,26.1789414,91.8180223
410,26.1805477,91.7476451
411,26.1585304,91.7336206
412,26.1496657,91.7290341
413,26.1159653,91.7085669
414,26.180845,91.7530663
415,26.1838603,91.7565991
416,26.1807006,91.7563584
